ra,dec,Class
114.3714,26.962099075317383,Barred
114.50108,23.98121,UnBarred
114.5016,39.99720001220703,Barred
114.8742,48.08369827270508,Barred
114.87536,29.137574,UnBarred
114.8772,44.737701416015625,Barred
114.89731,37.751534,UnBarred
114.96741,29.737017,UnBarred
115.3095,34.739601135253906,Barred
115.31558,29.134642,UnBarred
115.34126,44.010455,UnBarred
115.36957,29.060539,UnBarred
115.4094,40.36970138549805,Barred
115.49428,23.176392,UnBarred
115.5179,40.053199768066406,Barred
115.5914,34.46310043334961,Barred
115.7171,22.112699508666992,Barred
115.78659,45.359771,UnBarred
115.8558,37.94540023803711,Barred
115.87659,22.930542,UnBarred
116.0949,29.673500061035156,Barred
116.098,44.5276985168457,Barred
116.18217,38.653128,UnBarred
116.23937,28.927502,UnBarred
116.29768,21.759636,UnBarred
116.3496,37.69729995727539,Barred
116.35663,23.989671,UnBarred
116.39958,24.578802,UnBarred
116.44833,25.862087,UnBarred
116.45627,31.378377,UnBarred
116.466,41.07569885253906,Barred
116.48492,23.373878,UnBarred
116.51001,18.71715,UnBarred
116.55956,46.74873,UnBarred
116.59722,31.021862,UnBarred
116.6372,31.022685,UnBarred
116.6476,22.416099548339844,Barred
116.67872,36.073322,UnBarred
116.68906,31.003224,UnBarred
116.73478,22.276768,UnBarred
116.7826,43.314052,UnBarred
116.81815,32.080603,UnBarred
116.8357,29.412933,UnBarred
116.8549,43.9186,UnBarred
116.89049,22.885857,UnBarred
116.8932,18.049400329589844,Barred
117.06117,39.045813,UnBarred
117.0786,18.592853,UnBarred
117.1261,33.37630081176758,Barred
117.1745,39.061608,UnBarred
117.30381,20.345588,UnBarred
117.31793,29.664772,UnBarred
117.3835,31.277099609375,Barred
117.3867,30.24530029296875,Barred
117.41035,40.186327,UnBarred
117.4684,50.77130126953125,Barred
117.4715,44.873199462890625,Barred
117.4724,45.248489,UnBarred
117.48088,29.728261,UnBarred
117.52961,40.165285,UnBarred
117.5691,32.03010177612305,Barred
117.5815,29.322900772094727,Barred
117.5888,43.8922004699707,Barred
117.6028,51.39950180053711,Barred
117.6589,31.96030044555664,Barred
117.66981,23.494312,UnBarred
117.76224,32.080229,UnBarred
117.80292,40.742479,UnBarred
117.96448,46.069435,UnBarred
117.974,16.087600708007812,Barred
117.993,15.711400032043457,Barred
118.0023,23.426300048828125,Barred
118.0246,21.591869,UnBarred
118.04151,38.018934,UnBarred
118.0609,51.37229919433594,Barred
118.0615,18.252500534057617,Barred
118.11593,27.567454,UnBarred
118.17681,25.584385,UnBarred
118.18099,23.750539,UnBarred
118.213,24.288400650024414,Barred
118.27935,39.744381,UnBarred
118.3239,27.4606990814209,Barred
118.3249,48.318199157714844,Barred
118.32531,44.865993,UnBarred
118.3448,36.27439880371094,Barred
118.3678,14.36139965057373,Barred
118.4408,12.54800033569336,Barred
118.50497,29.420711,UnBarred
118.50811,38.937008,UnBarred
118.53573,29.264527,UnBarred
118.57042,40.124702,UnBarred
118.6345,43.64179992675781,Barred
118.6417,43.740501403808594,Barred
118.64895,44.151818,UnBarred
118.6883,50.481998443603516,Barred
118.71469,45.705065,UnBarred
118.7745,40.04130172729492,Barred
118.8579,32.886600494384766,Barred
119.0196,45.45309829711914,Barred
119.02304,33.744535,UnBarred
119.063,44.03889846801758,Barred
119.0693,11.662199974060059,Barred
119.11752,34.752508,UnBarred
119.1238,32.96200180053711,Barred
119.1411,34.445098876953125,Barred
119.14251,30.175694,UnBarred
119.1682,44.86980056762695,Barred
119.21034,28.375833,UnBarred
119.32211,49.92132,UnBarred
119.3309,39.3317985534668,Barred
119.3321,11.206100463867188,Barred
119.3425,47.97869873046875,Barred
119.3556,27.81060028076172,Barred
119.3872,33.6057014465332,Barred
119.4103,30.109800338745117,Barred
119.4161,40.94609832763672,Barred
119.4315,27.327299118041992,Barred
119.43659,37.991012,UnBarred
119.4513,37.77669906616211,Barred
119.4633,34.98939895629883,Barred
119.52062,26.57066,UnBarred
119.5534,51.829200744628906,Barred
119.5612,24.06130027770996,Barred
119.57443,27.056638,UnBarred
119.60724,28.70367,UnBarred
119.67973,30.773809,UnBarred
119.79269,26.086656,UnBarred
119.799,31.807899475097656,Barred
119.82167,24.452054,UnBarred
119.85885,32.969036,UnBarred
119.9101,51.79240036010742,Barred
119.92933,26.187375,UnBarred
119.93174,25.245874,UnBarred
119.93611,45.366077,UnBarred
119.94373,42.257417,UnBarred
119.97429,26.789042,UnBarred
119.9814,11.168100357055664,Barred
119.9847,39.770198822021484,Barred
119.98578,32.388823,UnBarred
119.99601,27.761197,UnBarred
120.01867,25.664821,UnBarred
120.05263,34.407906,UnBarred
120.05959,26.698007,UnBarred
120.08236,26.701434,UnBarred
120.0832,10.889300346374512,Barred
120.1031,26.498899459838867,Barred
120.1188,21.13629913330078,Barred
120.1475,30.40180015563965,Barred
120.1616,30.098100662231445,Barred
120.16732,28.476501,UnBarred
120.17678,40.02728,UnBarred
120.1842,24.533100128173828,Barred
120.2064,13.795499801635742,Barred
120.22169,28.130357,UnBarred
120.2284,9.10949993133545,Barred
120.3031,25.556401,UnBarred
120.3271,27.21269989013672,Barred
120.3529,11.916099548339844,Barred
120.38461,42.002325,UnBarred
120.3939,28.407899856567383,Barred
120.40285,41.990903,UnBarred
120.42633,29.653318,UnBarred
120.4472,55.727500915527344,Barred
120.5384,21.25279998779297,Barred
120.57754,28.780062,UnBarred
120.6449,40.42129898071289,Barred
120.66939,34.521432,UnBarred
120.70071,45.034554,UnBarred
120.7115,35.773542,UnBarred
120.72394,28.457092,UnBarred
120.75218,40.416458,UnBarred
120.75371,35.159135,UnBarred
120.77122,37.428087,UnBarred
120.77803,37.023574,UnBarred
120.7801,22.871599197387695,Barred
120.78644,24.656431,UnBarred
120.81885,24.676777,UnBarred
120.8259,31.776399612426758,Barred
120.8309,8.258199691772461,Barred
120.83382,25.811414,UnBarred
120.8591,7.916399955749512,Barred
120.9702,21.98793,UnBarred
120.9977,24.042400360107422,Barred
121.0414,39.768699645996094,Barred
121.07628,40.195705,UnBarred
121.2071,29.33139991760254,Barred
121.2488,34.016300201416016,Barred
121.2675,29.722701,UnBarred
121.28313,37.450621,UnBarred
121.28712,40.591542,UnBarred
121.3026,51.039398193359375,Barred
121.31156,37.472582,UnBarred
121.3207,44.400646,UnBarred
121.45963,37.460071,UnBarred
121.52962,39.342436,UnBarred
121.55058,35.896427,UnBarred
121.61421,50.954819,UnBarred
121.62575,26.898929,UnBarred
121.72184,52.020453,UnBarred
121.7402,55.90299987792969,Barred
121.74481,46.562969,UnBarred
121.7449,12.244999885559082,Barred
121.7867,15.46090030670166,Barred
121.8851,31.104299545288086,Barred
121.99017,45.637304,UnBarred
122.00565,46.390072,UnBarred
122.02778,34.932758,UnBarred
122.04345,37.762922,UnBarred
122.07064,25.42581,UnBarred
122.1135,36.837398529052734,Barred
122.14073,38.914838,UnBarred
122.2339,38.885891,UnBarred
122.2492,38.80889892578125,Barred
122.25622,44.868523,UnBarred
122.2582,15.831899642944336,Barred
122.26162,6.6262101,UnBarred
122.2893,16.1564998626709,Barred
122.33229,38.977715,UnBarred
122.33487,39.134062,UnBarred
122.36345,43.934917,UnBarred
122.37304,34.594706,UnBarred
122.38421,26.283397,UnBarred
122.3868,41.17850112915039,Barred
122.39805,47.34127,UnBarred
122.418,6.6858567,UnBarred
122.42592,47.885013,UnBarred
122.5056,52.128700256347656,Barred
122.51039,22.861577,UnBarred
122.5309,56.13010025024414,Barred
122.5464,21.255599975585938,Barred
122.565,11.81410026550293,Barred
122.57477,42.405532,UnBarred
122.62528,39.138753,UnBarred
122.67915,46.548341,UnBarred
122.6826,26.26219940185547,Barred
122.69728,51.420487,UnBarred
122.69916,46.912257,UnBarred
122.7356,25.68470001220703,Barred
122.7541,51.456600189208984,Barred
122.76798,35.985637,UnBarred
122.802,20.380399703979492,Barred
122.82293,29.508921,UnBarred
122.83688,45.726773,UnBarred
122.84708,46.131096,UnBarred
122.9074,27.53819,UnBarred
123.00138,29.396087,UnBarred
123.02803,33.390929,UnBarred
123.02804,31.375485,UnBarred
123.06177,35.157051,UnBarred
123.0962,46.935699462890625,Barred
123.11373,38.620478,UnBarred
123.1164,48.65729904174805,Barred
123.20822,47.442677,UnBarred
123.2255,25.788799285888672,Barred
123.321,55.1265983581543,Barred
123.44865,37.050377,UnBarred
123.51227,48.183046,UnBarred
123.51533,3.3823864,UnBarred
123.55556,48.138184,UnBarred
123.5712,46.01029968261719,Barred
123.6979,7.052599906921387,Barred
123.7174,55.01179885864258,Barred
123.72177,45.792034,UnBarred
123.8019,41.214698791503906,Barred
123.8069,46.720401763916016,Barred
123.8145,10.281000137329102,Barred
123.8446,36.914398193359375,Barred
123.8615,16.761499404907227,Barred
123.87375,25.553796,UnBarred
123.8788,37.45650100708008,Barred
123.9217,14.018899917602539,Barred
123.96076,45.654084,UnBarred
123.9904,15.77239990234375,Barred
124.0087,55.820098876953125,Barred
124.0288,21.6205997467041,Barred
124.0567,38.375999450683594,Barred
124.0588,19.202199935913086,Barred
124.0737,50.2755012512207,Barred
124.0992,16.439899444580078,Barred
124.1456,45.72949981689453,Barred
124.1708,28.20359992980957,Barred
124.17227,47.613163,UnBarred
124.17299,47.113792,UnBarred
124.1901,38.67300033569336,Barred
124.22346,45.227055,UnBarred
124.28757,25.922392,UnBarred
124.35707,45.581196,UnBarred
124.44793,23.476533,UnBarred
124.4691,20.23509979248047,Barred
124.48451,47.122053,UnBarred
124.49513,30.082148,UnBarred
124.49922,46.570764,UnBarred
124.57637,40.643106,UnBarred
124.592,44.849098205566406,Barred
124.60739,29.959557,UnBarred
124.64569,50.645424,UnBarred
124.6983,24.537399291992188,Barred
124.7607,33.18130111694336,Barred
124.92856,45.78411,UnBarred
125.0106,44.26409912109375,Barred
125.0276,55.155799865722656,Barred
125.0869,20.444599151611328,Barred
125.0919,15.309399604797363,Barred
125.0972,35.41189956665039,Barred
125.10399,42.604066,UnBarred
125.17307,49.375088,UnBarred
125.2848,5.822400093078613,Barred
125.29347,35.792661,UnBarred
125.29727,35.964832,UnBarred
125.34245,46.743735,UnBarred
125.3659,12.392600059509277,Barred
125.4151,8.976799964904785,Barred
125.4322,34.77349853515625,Barred
125.4472,15.640299797058105,Barred
125.46977,41.862476,UnBarred
125.4949,46.99700164794922,Barred
125.5104,44.457000732421875,Barred
125.52,12.02649974822998,Barred
125.5216,10.933799743652344,Barred
125.5521,39.71080017089844,Barred
125.61864,6.4406085,UnBarred
125.6523,32.152400970458984,Barred
125.65877,32.097602,UnBarred
125.6718,4.30210018157959,Barred
125.687,6.188799858093262,Barred
125.71898,25.558401,UnBarred
125.73565,3.8090163,UnBarred
125.7503,17.095600128173828,Barred
125.7572,45.28960037231445,Barred
125.9663,42.22209930419922,Barred
125.98649,4.1513752,UnBarred
126.16557,32.326191,UnBarred
126.16729,41.051549,UnBarred
126.18711,46.90718,UnBarred
126.2627,11.112899780273438,Barred
126.33837,4.4309608,UnBarred
126.4052,23.826400756835938,Barred
126.4152,15.06410026550293,Barred
126.441,37.09159851074219,Barred
126.44533,49.573438,UnBarred
126.4568,8.927800178527832,Barred
126.47464,39.186029,UnBarred
126.5774,14.083499908447266,Barred
126.5916,26.06290054321289,Barred
126.60572,53.082688,UnBarred
126.609,41.26459884643555,Barred
126.6429,29.649599075317383,Barred
126.6489,41.084999084472656,Barred
126.745,53.212398529052734,Barred
126.82201,31.906404,UnBarred
126.8722,45.512901306152344,Barred
126.9068,16.059099197387695,Barred
126.9127,40.722999572753906,Barred
126.9521,18.269100189208984,Barred
126.96161,8.0939365,UnBarred
127.02353,30.452151,UnBarred
127.05917,46.467335,UnBarred
127.1101,24.743600845336914,Barred
127.12232,30.834408,UnBarred
127.1438,30.266388,UnBarred
127.16816,38.955747,UnBarred
127.19481,40.665886,UnBarred
127.2022,28.920499,UnBarred
127.2402,36.977901458740234,Barred
127.2522,39.020453,UnBarred
127.2574,47.80059814453125,Barred
127.29204,30.384933,UnBarred
127.3085,32.82099914550781,Barred
127.3136,17.3617000579834,Barred
127.3741,26.54990005493164,Barred
127.42231,30.687976,UnBarred
127.4689,30.565164,UnBarred
127.48938,44.940157,UnBarred
127.55901,47.5817,UnBarred
127.57662,51.161161,UnBarred
127.6393,23.010099411010742,Barred
127.71498,49.438751,UnBarred
127.72241,26.717019,UnBarred
127.74655,39.839718,UnBarred
127.7683,39.622758,UnBarred
127.82705,31.1627,UnBarred
127.83045,35.596882,UnBarred
127.84851,44.924209,UnBarred
127.86177,33.067545,UnBarred
127.86457,32.324128,UnBarred
127.89453,46.89671,UnBarred
127.923,12.295999526977539,Barred
127.93597,39.670585,UnBarred
127.94641,30.409461,UnBarred
127.97914,4.2337866,UnBarred
128.0096,41.76969909667969,Barred
128.0518,36.460899353027344,Barred
128.0635,19.7721004486084,Barred
128.0656,9.68910026550293,Barred
128.0804,36.7504997253418,Barred
128.094,55.86090087890625,Barred
128.10155,33.18958,UnBarred
128.1226,44.185597,UnBarred
128.1395,43.97919845581055,Barred
128.14576,40.10013,UnBarred
128.156,43.46590042114258,Barred
128.1901,9.696700096130371,Barred
128.2697,27.86090087890625,Barred
128.31684,53.856528,UnBarred
128.3252,31.044099807739258,Barred
128.3429,53.832298278808594,Barred
128.35678,54.559103,UnBarred
128.39482,41.933018,UnBarred
128.42997,38.804719,UnBarred
128.432,9.990400314331055,Barred
128.44729,35.000633,UnBarred
128.47894,39.798162,UnBarred
128.49103,38.322084,UnBarred
128.4999,45.39229965209961,Barred
128.5288,35.249698638916016,Barred
128.61536,42.005538,UnBarred
128.63644,53.859032,UnBarred
128.6551,36.152801513671875,Barred
128.6608,32.239200592041016,Barred
128.66359,5.7572566,UnBarred
128.70479,26.037013,UnBarred
128.7221,52.804298400878906,Barred
128.72963,41.402019,UnBarred
128.7677,52.831537,UnBarred
128.78602,39.668529,UnBarred
128.8107,43.13059997558594,Barred
128.82038,44.393103,UnBarred
128.8494,18.18720054626465,Barred
128.8997,39.813555,UnBarred
128.90061,29.443494,UnBarred
128.91162,4.7570355,UnBarred
128.9154,33.396198,UnBarred
128.94447,47.058399,UnBarred
128.95018,38.553999,UnBarred
129.00629,30.266415,UnBarred
129.01497,54.430787,UnBarred
129.0176,51.13249969482422,Barred
129.0258,22.86210060119629,Barred
129.0812,40.32440185546875,Barred
129.0835,56.3130989074707,Barred
129.096,43.473527,UnBarred
129.1251,38.143418,UnBarred
129.12856,4.0376612,UnBarred
129.13055,51.46896,UnBarred
129.15936,50.929651,UnBarred
129.17072,52.446256,UnBarred
129.17748,41.472309,UnBarred
129.1801,3.9797000885009766,Barred
129.1836,9.250900268554688,Barred
129.18626,47.272928,UnBarred
129.2018,52.71549987792969,Barred
129.2273,6.643700122833252,Barred
129.27716,41.456322,UnBarred
129.31211,4.6958868,UnBarred
129.3294,27.223800659179688,Barred
129.3311,30.841999053955078,Barred
129.36586,41.314621,UnBarred
129.38894,33.75193,UnBarred
129.40995,52.804517,UnBarred
129.45445,47.3509,UnBarred
129.4955,25.048799514770508,Barred
129.52282,4.3283979,UnBarred
129.5502,54.75899887084961,Barred
129.56749,35.089649,UnBarred
129.57679,33.578152,UnBarred
129.5941,4.005099773406982,Barred
129.6232,15.369799613952637,Barred
129.67588,8.2169468,UnBarred
129.68312,40.346551,UnBarred
129.69577,7.4807062,UnBarred
129.70063,4.126126,UnBarred
129.8064,15.309499740600586,Barred
129.8099,31.347700119018555,Barred
129.8582,51.687599182128906,Barred
129.8923,36.55929946899414,Barred
129.9321,53.01380157470703,Barred
129.9356,5.227700233459473,Barred
130.10846,34.591604,UnBarred
130.1274,18.10810089111328,Barred
130.14027,36.592977,UnBarred
130.15169,36.90486,UnBarred
130.155,40.105098724365234,Barred
130.2131,31.981521,UnBarred
130.2216,39.92259979248047,Barred
130.2306,23.539400100708008,Barred
130.2544,7.188199996948242,Barred
130.3017,43.12220001220703,Barred
130.30998,52.195747,UnBarred
130.3377,32.41189956665039,Barred
130.39775,42.122314,UnBarred
130.5131,11.322600364685059,Barred
130.5399,5.141499996185303,Barred
130.61362,-0.14516404,UnBarred
130.66608,40.818878,UnBarred
130.674,52.746299743652344,Barred
130.6793,31.210500717163086,Barred
130.73027,36.052027,UnBarred
130.8481,61.03419876098633,Barred
130.8979,41.30839920043945,Barred
130.9932,42.92390060424805,Barred
